epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,is_best,stopped
1,8843.1402,6992.623,4e-06,-3.02687,1.984178,83.6219,True,False
2,5520.8711,3496.3398,2e-06,-1.013451,1.403031,59.1299,True,False
3,2626.8469,1871.215,2e-06,-0.077584,1.026414,43.2575,True,False
4,1794.5913,1736.7381,2e-06,-0.000143,0.988844,41.6742,True,False
5,1743.3694,1740.4396,2e-06,-0.002274,0.989897,41.7186,False,False
6,1733.9352,1740.7482,2e-06,-0.002452,0.989985,41.7223,False,False
7,1740.1473,1742.3947,2e-06,-0.0034,0.990453,41.742,False,False
8,1740.6278,1739.8509,2e-06,-0.001935,0.98973,41.7115,False,False
9,1737.8176,1740.8768,2e-06,-0.002526,0.990022,41.7238,False,False
10,1739.9464,1741.8871,1e-06,-0.003108,0.990309,41.7359,False,False
11,1740.7489,1742.8249,1e-06,-0.003648,0.990575,41.7472,False,False
12,1738.8261,1741.9612,1e-06,-0.00315,0.99033,41.7368,False,False
13,1741.2486,1741.1841,1e-06,-0.002703,0.990109,41.7275,False,False
14,1746.1687,1743.1977,1e-06,-0.003862,0.990681,41.7516,False,False
15,1742.795,1739.7653,1e-06,-0.001886,0.989705,41.7105,False,False
16,1744.7269,1740.4876,1e-06,-0.002302,0.989911,41.7192,False,False
17,1735.9069,1742.1277,1e-06,-0.003246,0.990377,41.7388,False,False
18,1747.9036,1738.5484,1e-06,-0.001185,0.989359,41.6959,False,False
19,1741.1889,1740.6319,1e-06,-0.002385,0.989952,41.7209,False,False
20,1743.125,1742.2392,1e-06,-0.00331,0.990409,41.7401,False,False
21,1748.3824,1741.9606,1e-06,-0.00315,0.99033,41.7368,False,False
22,1739.5692,1741.7614,1e-06,-0.003035,0.990273,41.7344,False,False
23,1741.6615,1739.0085,1e-06,-0.00145,0.98949,41.7014,False,False
24,1743.6684,1744.4702,1e-06,-0.004595,0.991043,41.7669,False,False
25,1744.6077,1740.5516,1e-06,-0.002339,0.989929,41.7199,False,False
26,1741.4212,1740.146,1e-06,-0.002105,0.989814,41.7151,False,False
27,1740.3464,1744.5534,1e-06,-0.004643,0.991066,41.7679,False,False
28,1746.0443,1741.8554,1e-06,-0.003089,0.9903,41.7355,False,False
29,1740.4721,1740.3273,1e-06,-0.002209,0.989865,41.7172,False,False
30,1738.1343,1746.0298,1e-06,-0.005493,0.991486,41.7855,False,False
31,1742.2132,1740.6061,1e-06,-0.00237,0.989945,41.7206,False,False
32,1741.0772,1738.9214,1e-06,-0.0014,0.989465,41.7004,False,False
33,1740.6275,1742.9283,0.0,-0.003707,0.990605,41.7484,False,False
34,1739.3801,1743.3149,0.0,-0.00393,0.990715,41.753,False,True
