epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,is_best,stopped
1,8567.4317,6287.4516,5e-06,-2.62078,1.881473,79.2934,True,False
2,4415.9177,2409.9213,3e-06,-0.387811,1.164829,49.091,True,False
3,1959.6862,1736.5331,3e-06,-2.4e-05,0.988786,41.6717,True,False
4,1745.5655,1743.878,2e-06,-0.004254,0.990875,41.7598,False,False
5,1739.543,1740.7622,2e-06,-0.00246,0.989989,41.7224,False,False
6,1741.0171,1739.5998,2e-06,-0.00179,0.989658,41.7085,False,False
7,1747.4072,1742.7738,2e-06,-0.003618,0.990561,41.7465,False,False
8,1743.4687,1742.3067,2e-06,-0.003349,0.990428,41.7409,False,False
9,1741.9045,1738.6912,2e-06,-0.001267,0.9894,41.6976,False,False
10,1742.7695,1743.854,2e-06,-0.00424,0.990868,41.7595,False,False
11,1745.3312,1742.513,2e-06,-0.003468,0.990487,41.7434,False,False
12,1748.81,1739.4018,2e-06,-0.001676,0.989602,41.7061,False,False
13,1739.182,1743.31,2e-06,-0.003927,0.990713,41.753,False,True
