epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,is_best,stopped
1,8567.4317,6287.4516,5e-06,-2.62078,1.881473,79.2934,True,False
2,4415.9177,2409.9213,3e-06,-0.387811,1.164829,49.091,True,False
3,1959.6862,1736.5331,3e-06,-2.4e-05,0.988786,41.6717,True,False
4,1745.5655,1743.878,2e-06,-0.004254,0.990875,41.7598,False,False
5,1739.543,1740.7622,2e-06,-0.00246,0.989989,41.7224,False,False
6,1741.0171,1739.5998,2e-06,-0.00179,0.989658,41.7085,False,False
7,1747.4072,1742.7738,2e-06,-0.003618,0.990561,41.7465,False,False
8,1743.4687,1742.3067,2e-06,-0.003349,0.990428,41.7409,False,False
9,1741.9045,1738.6912,2e-06,-0.001267,0.9894,41.6976,False,False
10,1742.7695,1743.854,2e-06,-0.00424,0.990868,41.7595,False,False
11,1745.3312,1742.513,2e-06,-0.003468,0.990487,41.7434,False,False
12,1748.81,1739.4018,2e-06,-0.001676,0.989602,41.7061,False,False
13,1739.182,1743.31,2e-06,-0.003927,0.990713,41.753,False,False
14,1741.2023,1739.2039,2e-06,-0.001563,0.989546,41.7038,False,False
15,1743.8283,1738.9377,2e-06,-0.001409,0.98947,41.7006,False,False
16,1741.981,1749.7001,1e-06,-0.007607,0.992527,41.8294,False,False
17,1744.3639,1742.2475,1e-06,-0.003315,0.990411,41.7402,False,False
18,1744.5575,1741.7272,1e-06,-0.003016,0.990263,41.734,False,False
19,1739.8902,1740.6264,1e-06,-0.002382,0.98995,41.7208,False,False
20,1739.5311,1743.6382,1e-06,-0.004116,0.990806,41.7569,False,False
21,1746.0942,1740.9234,1e-06,-0.002553,0.990035,41.7244,False,False
22,1744.9075,1740.0666,1e-06,-0.002059,0.989791,41.7141,False,False
23,1737.6632,1740.1231,1e-06,-0.002092,0.989807,41.7148,False,False
24,1737.0339,1746.5072,1e-06,-0.005768,0.991621,41.7912,False,False
25,1736.4686,1742.6034,1e-06,-0.00352,0.990512,41.7445,False,False
26,1745.9694,1738.3592,2e-06,-0.001076,0.989305,41.6936,False,False
27,1746.0288,1741.085,4e-06,-0.002646,0.990081,41.7263,False,False
